,Unnamed: 0.1,Unnamed: 0,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,review rate number,calculated host listings count,availability 365,house_rules,availability_365
2643,2643,22999,13703684,Spacious apartment in the Lower east side,31943581469,verified,Larry,Manhattan,Lower East Side,40.72037,-73.98701,United States,US,True,moderate,Entire home/apt,2012.0,1089,$218 ,3.0,19.0,5.0,1.0,34.0,,34.0
2644,2644,34978,20319685,Spacious bedroom suite in Brooklyn brownstone,1936378712,verified,Jeff,Brooklyn,Crown Heights,40.67754,-73.94824,United States,US,True,strict,Private room,2007.0,544,$109 ,1.0,52.0,5.0,1.0,0.0,"House Rules This is a Non-Smoking, pet free home; and  our guests must use the outdoors if they wish to smoke.  Additionally, I love my home and my neighbors are great, so I also ask our guests to be respectful of both and treat my home as well as their own.  Enjoy your stay while here in Boston -  a great city!!",0.0
2645,2645,84412,47622084,Spacious & sunny room in Brooklyn!,13639013129,unconfirmed,Afnan,Brooklyn,Crown Heights,40.6718,-73.94266,United States,US,True,moderate,Private room,2018.0,192,$38 ,2.0,2.0,5.0,1.0,331.0,"Please do not let any of the animals outside! Quiet hours are from 10 pm - 6:30 am on weekdays, 11 pm - 8:30 am on weekends. Please be considerate and clean up after yourself in the kitchen and bathroom, as they are shared. We use the shower in the shared bathroom, so we appreciate it if you would refrain from lingering there in the mornings. No smoking allowed anywhere on the premises.",331.0
2646,2646,51700,29555246,Spaced and beautiful - manhattan - close to subway,98712932822,verified,Rennie,Manhattan,Harlem,40.82177,-73.9545,United States,US,True,flexible,Private room,2013.0,517,$103 ,30.0,90.0,5.0,2.0,95.0,,95.0
2647,2647,59231,33714617,QUIET GEM nestled in the heart of the east village,75107553937,verified,Juliana,Manhattan,East Village,40.72615,-73.98315,United States,US,True,moderate,Entire home/apt,2016.0,860,$172 ,5.0,1.0,2.0,1.0,338.0,,338.0
2648,2648,41447,23892514,Sonder | Stock Exchange | Lively 1BR + Laundry,78686901995,verified,Sonder (NYC),Manhattan,Financial District,40.70563,-74.01097,United States,US,False,moderate,Entire home/apt,2007.0,318,$64 ,2.0,3.0,5.0,327.0,350.0,* No smoking indoors.  * No pets  * No loud/large parties.  * Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  * Guests staying longer than one week are responsible for keeping the space tidy. We provide cleaning supplies.  * Additional guests permitted for an extra charge per person per night (see price table).,350.0
2649,2649,80502,45462591,Practical & Affordable Flat on Subway to Manhattan,42620905097,verified,Sasha,Bronx,Mount Hope,40.85152,-73.90374,United States,US,True,strict,Entire home/apt,2012.0,104,$21 ,90.0,2.0,5.0,7.0,93.0,"1. Strict no smoking policy 2. No open flames 3. I am willing to negotiate pets, however, there will be an additional $25 fee",93.0
2650,2650,97102,54630771,Cozy Master bedroom/private bath.,40557916124,verified,Roland,Queens,Jamaica,40.67022,-73.77296,United States,US,False,strict,Private room,2012.0,487,$97 ,1.0,12.0,2.0,3.0,86.0,"No shoes in the apartment please.  For long term guests (5+days)- please remember this is a home not a hotel, please pick up after yourself and assist with house cleaning once per week, wash your own laundry including bedding and towels. ALL Guests -please remember to close and lock all doors.  Do NOT lose your flat key's - if you lose the key you the guest is responsible for contacting and paying locksmith fees in addition to extra key fee  ( this cost can be close to $500) please DO NOT lose your key. The reason why I'm listing these rules is because some people think that hosts are servants and slaves and we are not therefore be respectful please to all of your hosts. Make yourself at home and enjoy your stay but as the same time be observant and caring. I go to bed early due to long work hours therefore it is much appreciated if guests are not cooking pass 20:00.   Thank you very much and safe travels.",86.0
2651,2651,52800,30162776,★ Simple & Clean ★ King Bed ★ Comfort & Calm ★,45164694287,verified,Roberta,Manhattan,Chinatown,40.71646,-73.99041,United States,US,True,strict,Entire home/apt,2004.0,131,$26 ,3.0,57.0,3.0,1.0,193.0,,193.0
2652,2652,94503,53195343,"Brooklyn, New York",17251767407,unconfirmed,Felicia,Brooklyn,Bedford-Stuyvesant,40.68401,-73.9244,United States,US,False,flexible,Entire home/apt,2014.0,1126,$225 ,3.0,44.0,3.0,1.0,135.0,"- I like to keep a quiet house. Please keep all noise low, especially in the morning and late at night. - Please take your shoes off before entering the apartment. - Always bolt the apartment door when entering or exiting. - If I am away when you check out, please put the keys in the lockbox and remember to set the code to 0000. - I don't charge for cleaning or extra people. Kindly return the favor by keeping the place clean. - No smoking indoors. - You may make use of food and beverages only if they are explicitly shared. If you have any questions, please ask.",135.0
2653,2653,27226,16038256,Cozy quirky 1 bed apartment in Tribeca/Soho,84049142121,unconfirmed,Claudia,Manhattan,SoHo,40.7251,-74.00775,United States,US,False,strict,Entire home/apt,2011.0,610,$122 ,2.0,5.0,5.0,1.0,0.0,,0.0
2654,2654,56848,32398486,"5 people, Bunk bed ,Center of Manhattan",57740997722,unconfirmed,Val,Manhattan,Midtown,40.74633,-73.98894,United States,US,True,strict,Entire home/apt,2012.0,346,$69 ,1.0,7.0,3.0,6.0,316.0,,316.0
2655,2655,41912,24149334,SUMMER SUBLET for 2 Months in Brooklyn,58879187032,verified,Kumru,Brooklyn,Crown Heights,40.66779,-73.92875,United States,US,True,flexible,Entire home/apt,2020.0,776,$155 ,44.0,0.0,3.0,2.0,53.0,Clean up after oneself Be respectful Be courteous of neighbors,53.0
2656,2656,4969,3745715,"Christmas in NYC! Spacious King Suite, 2 bath apt",66290360584,verified,Deidre,Manhattan,Midtown,40.76524,-73.98018,United States,US,False,flexible,Entire home/apt,2016.0,395,$79 ,2.0,9.0,1.0,1.0,301.0,,301.0
2657,2657,15089,9334991,Beautiful Sunny Fire Escape Room,24043721451,verified,Sushanti,Brooklyn,Bushwick,40.69305,-73.90825,United States,US,True,flexible,Private room,2021.0,1048,$210 ,2.0,21.0,5.0,1.0,255.0,,255.0
2658,2658,92457,52065337,Spacious and Airy Williamsburg Home,64569566818,verified,Anastasia,Brooklyn,Williamsburg,40.71028,-73.95367,United States,US,False,moderate,Entire home/apt,2022.0,930,$186 ,1.0,52.0,5.0,2.0,0.0,"No Smoking in building,  Respect for other guests and neighbors.  Quiet after 10 pm. Parking is available on Linwood and Gardner streets 24 hours.  No parking is permitted on Centre Place.",0.0
2659,2659,58318,33210367,Gorgeous Room in Bushwick Duplex Space,6429628391,verified,David,Brooklyn,Bushwick,40.69284,-73.92448,United States,US,True,strict,Private room,2011.0,315,$63 ,3.0,10.0,4.0,3.0,338.0,,338.0
2660,2660,36910,21386729,Home away from home,26861643882,verified,Lexus,Brooklyn,Flatlands,40.63204,-73.93383,United States,US,True,flexible,Private room,2006.0,644,$129 ,7.0,0.0,5.0,1.0,83.0,We expect our guests to treat this condo as their home and to be respectful of our wonderful neighbors.   This property is entirely non-smoking (including outside on the patio or front stoop).  Pets are not allowed.  No guests or parties.,83.0
2661,2661,8201,5530748,Elegant Master Suite NYC Brownstone,75028134646,unconfirmed,Kevin & Yuan,Brooklyn,Bedford-Stuyvesant,40.68608,-73.92347,United States,US,True,moderate,Entire home/apt,2017.0,797,$159 ,5.0,2.0,2.0,2.0,173.0,No smoking. No loud music.  Please leave the place as you found it!   Put your dirty linens in the laundry basket and please be respectful of our neighbors.   Please run the dishwasher with your dirty dishes when you leave.   Please do not put the trash out on curb or the trash cans in the back yard. Our cleaning person will remove the trash from the unit.  Do tie up any trash bags if there are food items in the garbage though.,173.0
2662,2662,56198,32039491,Cozy Private Suite in Brooklyn,2401046297,verified,Elizabeth,Brooklyn,Sunset Park,40.66057,-73.99321,United States,US,False,strict,Entire home/apt,2006.0,1072,$214 ,1.0,7.0,2.0,1.0,145.0,,145.0
2663,2663,101064,56818983,Brooklyn Refuge-Private Bedroom w/ Sitting Room,28066059817,verified,Hildegaard,Brooklyn,South Slope,40.66489,-73.9805,,US,False,flexible,Private room,2008.0,762,$152 ,2.0,35.0,2.0,1.0,88.0,,88.0
2664,2664,64351,36542393,Cozy Love nest in Brooklyn. 5 mins to the subway,51481959752,unconfirmed,Natal,Brooklyn,Prospect-Lefferts Gardens,40.66311,-73.94583,United States,US,False,moderate,Entire home/apt,2005.0,474,$95 ,30.0,6.0,5.0,1.0,0.0,,0.0
2665,2665,97413,54802536,Best Gramercy one bedroom apartment,61591848718,unconfirmed,Howard,Manhattan,Kips Bay,40.73968,-73.98217,United States,US,True,moderate,Entire home/apt,2021.0,659,$132 ,5.0,18.0,5.0,1.0,248.0,,248.0
2666,2666,86365,48700726,LARGE SUNNY 2 BEDROOM APARTMENT IN BROOKLYN!,98453802450,unconfirmed,Sean,Brooklyn,Crown Heights,40.67206,-73.9429,United States,US,True,strict,Entire home/apt,2008.0,501,$100 ,4.0,13.0,5.0,2.0,192.0,"Must love dogs :) NO SMOKERS/SMOKING/DRUG USE Check-in time during the week has to be after 2 pm. I am flexible on the weekends and with check out times.  Other than that, be respectful and have fun in Boston.",192.0
2667,2667,13173,8276784,Large Manhattan Private Room,86618066184,verified,Nathan And Brock,Manhattan,Inwood,40.86615,-73.92332,United States,US,True,moderate,Private room,2007.0,273,$55 ,1.0,0.0,5.0,1.0,123.0,No Smoking,123.0
2668,2668,40108,23152984,Totally Renovated Plush loft apartment,76621845792,unconfirmed,Hugo,Brooklyn,Cypress Hills,40.68392,-73.8693,United States,US,True,strict,Entire home/apt,2017.0,835,$167 ,4.0,7.0,2.0,1.0,136.0,"No smoking or loud parties inside the apartment. As long as you are respectful, and do not cause any damage to the property or make too much noise to disturb me or the neighbors, you will be fine!",136.0
2669,2669,92890,52304483,Suite Luxe - Luxury & Modern Comfort,6937255475,verified,Robert,Brooklyn,Canarsie,40.64129,-73.91316,United States,US,False,moderate,Entire home/apt,2013.0,1085,$217 ,3.0,141.0,2.0,2.0,114.0,,114.0
2670,2670,74168,41964322,"Sharp UES 2BR w/Indoor pool, Doorman + City views by Blueground",23923065646,unconfirmed,Blueground,Manhattan,Midtown,40.75901,-73.96198,United States,US,False,strict,Entire home/apt,2010.0,647,$129 ,30.0,0.0,5.0,232.0,341.0,,341.0
2671,2671,100455,56482633,"Spacy, sunny Brooklyn studio next to prospect park",87655169306,unconfirmed,Vivienne,Brooklyn,Prospect-Lefferts Gardens,40.65963,-73.96174,United States,US,False,strict,Entire home/apt,2009.0,447,$89 ,12.0,17.0,1.0,1.0,32.0,I expect my guests to treat the space as  if it was their own house. Please keep it clean and organized when you leave the way it was.,32.0
2672,2672,68311,38729501,Private room,55876949743,verified,Renaldy,Queens,Astoria,40.77326,-73.92677,United States,US,True,flexible,Private room,2022.0,570,$114 ,4.0,1.0,2.0,1.0,0.0,,0.0
2673,2673,23472,13964922,Massive Sun-Filled Loft in Prime Williamsburg,39420183096,verified,Jourdan,Brooklyn,Williamsburg,40.71706,-73.96423,United States,US,False,strict,Entire home/apt,2016.0,850,$170 ,2.0,36.0,3.0,1.0,85.0,No Smoking No Pets,85.0
2674,2674,60774,34566816,UNTITLED at Freeman-Charming Studio 217,31818058996,unconfirmed,Karen,Manhattan,Lower East Side,40.72288,-73.99131,United States,US,False,strict,Entire home/apt,2014.0,794,$159 ,2.0,1.0,3.0,208.0,180.0,,180.0
2675,2675,57305,32650888,626 10th Ave- 2 Bed Duplex Apt. With Roofdeck,71271873282,unconfirmed,Jeniffer,Manhattan,Hell's Kitchen,40.76111,-73.99409,United States,US,True,flexible,Entire home/apt,2006.0,237,$47 ,30.0,7.0,4.0,186.0,207.0,,207.0
2676,2676,4787,3645196,Panoramic view of Upper Manhattan!,87378533561,unconfirmed,Ivan,Manhattan,Washington Heights,40.83367,-73.94298,United States,US,True,flexible,Private room,2003.0,636,$127 ,3.0,18.0,4.0,4.0,78.0,No smoking!  Please be respectful of our neighbors and keep noise to a minimum.  Voices and music outside carry far.,78.0
2677,2677,42892,24690588,Short term Queen size sofa-bed in living room,31352333528,verified,Pro,Manhattan,Midtown,40.76446,-73.98123,United States,US,False,strict,Private room,2015.0,432,$86 ,3.0,1.0,4.0,1.0,5.0,No pets and No smoking. Guests need to be respectful and considerate of others.,5.0
2678,2678,37361,21635816,Ground Floor Gem w/ tiny patio!,89247620861,unconfirmed,Bjorn,Manhattan,Lower East Side,40.71555,-73.98949,United States,US,True,flexible,Entire home/apt,2009.0,1178,$236 ,30.0,0.0,2.0,1.0,353.0,,353.0
2679,2679,31874,18605346,新一处客居(Newplace2),38271423651,unconfirmed,Jimmy,Queens,Flushing,40.75686,-73.83279,United States,US,False,flexible,Private room,2021.0,913,$183 ,1.0,33.0,3.0,4.0,49.0,,49.0
2680,2680,40548,23395996,Cozy Apt in Kensington,54801914921,verified,Cindy,Brooklyn,Kensington,40.64557,-73.98097,United States,US,True,strict,Entire home/apt,2013.0,637,$127 ,1.0,2.0,5.0,1.0,268.0,"No pets or smoking allowed any where on the premises.  Check-in is at 4:00 pm or later and check out is at 11 am.  After hours self check-in is available but MUST be PER-ARRANGED with host in advance. Bag storage is extra as are early check-in and late check out when possible. Guest are expected to be respectful of others in the building, neighbors, and the property.",268.0
2681,2681,696,1385737,Heart of Williamsburg. Brand New.,52060217625,verified,Hawkins,Brooklyn,Williamsburg,40.71408,-73.9489,United States,US,True,strict,Private room,2008.0,1025,$205 ,3.0,247.0,2.0,2.0,,Absolutely no parties are permitted. The apartment is in a multi-unit building so guests must be respectful of other tenants in the building.,
2682,2682,87908,49552924,Trendy 2BR Apt Next to Prospect Park -Kid Friendly,17103230287,verified,Stephanie,Brooklyn,Prospect-Lefferts Gardens,40.65813,-73.95773,United States,US,False,strict,Entire home/apt,2011.0,246,$49 ,6.0,9.0,3.0,1.0,0.0,There is no smoking on the property. No outside guests are allowed. The building's quiet hours begin at 9pm.,0.0
2683,2683,62841,35708420,"Extra clean, Beautiful, & Naturally lit 💎 in BK",15347871480,unconfirmed,Godlove,Brooklyn,Flatbush,40.64379,-73.95666,United States,US,True,flexible,Entire home/apt,2006.0,1000,$200 ,30.0,9.0,2.0,1.0,180.0,,180.0
2684,2684,70785,40095892,Perfect in Park Slope: EZ 2 NYC,42006745366,verified,Daniel,Brooklyn,Park Slope,40.67274,-73.97339,United States,US,True,moderate,Entire home/apt,2021.0,1179,$236 ,30.0,58.0,4.0,1.0,220.0,,220.0
2685,2685,19363,11695521,"15 min  Manhattan. Quiet, Safe, Clean, Good  price",83861740832,verified,Melih,Queens,Sunnyside,40.73707,-73.92082,United States,US,True,flexible,Shared room,2015.0,239,$48 ,7.0,4.0,4.0,2.0,206.0,"NO smoking, no pets, all guests must be disclosed. ",206.0
2686,2686,23879,14189708,"Sunny quiet room + living room, 22m to Man. J,M,L",26628587197,verified,Talha Can,Brooklyn,Bushwick,40.69439,-73.92008,United States,US,True,strict,Private room,2017.0,1101,$220 ,25.0,3.0,4.0,1.0,36.0,,36.0
2687,2687,45774,26282316,Best Street in Soho! Awesome Sunny Private Room,47290377879,unconfirmed,Sofia,Manhattan,SoHo,40.72627,-74.00104,United States,US,False,flexible,Private room,2016.0,667,$133 ,14.0,3.0,5.0,2.0,126.0,,126.0
2688,2688,93841,52829720,Charming Williamsburg Weekend Getaway,91874229287,verified,Shannon,Brooklyn,Williamsburg,40.71201,-73.96048,United States,US,False,strict,Entire home/apt,2012.0,939,$188 ,4.0,0.0,5.0,1.0,0.0,#NAME?,0.0
2689,2689,28079,16509368,Like live in your own home while traveling,47220104316,verified,Judy,Manhattan,Upper East Side,40.77752,-73.94726,United States,US,False,moderate,Private room,2012.0,627,$125 ,1.0,0.0,3.0,1.0,0.0,"No smoking (indoors or outside on the property). No pets. No parties. Prefer quiet professional singles or couples in town for work and/or tourism. No children. Please note that this is Alex's home (he lives there), so please be respectful by keeping noise down and cleaning up after yourselves.",0.0
2690,2690,30752,17985666,Newly & Comfy Shared room close to Manhattan,68722894833,verified,Sergii,Brooklyn,Greenpoint,40.72104,-73.93985,United States,US,False,flexible,Shared room,2022.0,766,$153 ,30.0,3.0,3.0,10.0,365.0,"These are my rules. I know things happen in life, so talk to me if something comes up. I'm easy going. No pets, smoking (cigs or E-cigs), parties, or loud noise/music allowed after 9PM. Please treat the apartment as if it was your own home. 1. CHECK IN AND CHECK OUT: Check in is at 5 pm and check out is at 1 pm. This agreement does not create a tenancy or residence. You must depart and arrive at the reserved times. If you do not take possession within 24 hours of arrival date, cancellation is assumed, unless owner is notified. There is no refund for early departure. 2. NO-SMOKING: This is a NO-SMOKING unit. You may smoke outside of the building. 3. DAMAGE DEPOSIT: A damage deposit is required. The damage deposit does not apply to guest fees. The deposit is fully refundable within 14 days of departure provided the following provisions are met:  a. No damage is done to the unit or its contents beyond normal wear and tear.  b. No charges are incurred due to smoking, additional guests, or ",365.0
2691,2691,29986,17562604,"Spacious, light 1br apartment in the LES",23358868937,verified,Andrea,Manhattan,Lower East Side,40.71269,-73.98713,United States,US,True,strict,Entire home/apt,2020.0,336,$67 ,2.0,10.0,2.0,1.0,6.0,The apartment is non-smoking and pets are not allowed.,6.0
2692,2692,21417,12829945,Private delightful & calming  Brownstone Room,18664463325,unconfirmed,Melani,Brooklyn,Bedford-Stuyvesant,40.69471,-73.93736,United States,US,True,moderate,Private room,2017.0,342,$68 ,2.0,5.0,1.0,1.0,272.0,1. guest should do the dishes by themselves. 2. late check out will be charged $30 from your deposit.,272.0
2693,2693,51095,29221105,Private Room near Sunset Park Area,21011196796,unconfirmed,Rebecca,Brooklyn,Sunset Park,40.64476,-74.00139,United States,US,False,moderate,Private room,2009.0,891,$178 ,1.0,45.0,2.0,3.0,58.0,,58.0
2694,2694,73547,41621344,One Bedroom Apartment beside Empire State #9,38271567533,verified,Alberto,Manhattan,Midtown,40.74636,-73.98681,United States,US,False,moderate,Entire home/apt,2017.0,146,$29 ,1.0,7.0,3.0,17.0,226.0,,226.0
2695,2695,15046,9311242,Luxury 1-Bedroom Midtown West NYC Apartment,23045109839,verified,Kara,Manhattan,Midtown,40.76573,-73.98295,United States,US,False,moderate,Entire home/apt,2004.0,563,$113 ,30.0,1.0,5.0,121.0,173.0,No smoking and no parties,173.0
2696,2696,62487,35512906,Destination Bushwick,81292899272,verified,Jose,Brooklyn,Bushwick,40.69159,-73.91261,United States,US,False,strict,Private room,2020.0,683,$137 ,3.0,39.0,3.0,5.0,44.0,,44.0
2697,2697,33419,19458650,Bushwick Duplex 3 min walk to subway,26244518405,verified,Alexandria,Brooklyn,Bushwick,40.6897,-73.921,United States,US,False,flexible,Private room,2006.0,708,$142 ,1.0,4.0,2.0,1.0,0.0,"No Smoking, No additional guests,",0.0
2698,2698,67350,38198741,Enjoy the city lights from our Urban Home.,15764540569,verified,Abdul,Queens,Astoria,40.76998,-73.91485,United States,US,True,moderate,Entire home/apt,2010.0,478,$96 ,30.0,15.0,3.0,2.0,0.0,,0.0
2699,2699,3034,2677014,Bushwick Artist Loft - Cozy Room,41503642209,unconfirmed,Tom & Lily,Brooklyn,Bushwick,40.70818,-73.92202,United States,US,False,flexible,Private room,2003.0,978,$196 ,1.0,142.0,3.0,3.0,60.0,"NO PETS!  NO SMOKING ON PREMISES!  NO PARTY! No ""DRUGS""! - Keep the Place Clean at All Times! - Do Not Ask the ""Neighbors"" for anything.  Ask Me!-  - No Neighbors Interaction! - No ""Drugs"" Please!!! - No Noise! A printed house rule will be provided. Please be respectful to others when all rooms are booked. 10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You! Location Rules: The ""Exact Address Location Is Not Stockton St.  It Is 2 Streets Away.  It Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",60.0
2700,2700,45341,26043170,The Penthouse on Tompkin Sq Park,52416774677,unconfirmed,Andrew,Manhattan,East Village,40.72545,-73.98212,United States,US,True,moderate,Entire home/apt,2003.0,1023,$205 ,2.0,1.0,5.0,1.0,0.0,,0.0
2701,2701,32056,18705865,"Cozy Studio in East Village, close to everything",6966224371,verified,John,Manhattan,East Village,40.72547,-73.98401,United States,US,True,strict,Entire home/apt,2003.0,156,$31 ,2.0,7.0,2.0,1.0,0.0,,0.0
2702,2702,78629,44428133,Best Location + Private Roof Deck,70919950513,verified,Joe,Manhattan,East Village,40.73109,-73.98234,United States,US,False,strict,Private room,2021.0,585,$117 ,1.0,209.0,5.0,3.0,252.0,,252.0
2703,2703,21370,12803987,Cozy private room in Bedstuy,18351619346,verified,Stephen,Brooklyn,Bedford-Stuyvesant,40.6932,-73.95519,United States,US,True,flexible,Private room,2007.0,794,$159 ,1.0,1.0,3.0,1.0,89.0,,89.0
2704,2704,53496,30547177,Hotel Room Queen/Queen Bright and Cozy,88108254769,verified,Michelle,Manhattan,Chelsea,40.74775,-73.99206,United States,US,False,flexible,Private room,2010.0,92,$18 ,1.0,32.0,5.0,50.0,16.0,,16.0
2705,2705,68435,38797987,East Village Apartment In The Heart Of It All,96939438908,verified,Henry,Manhattan,East Village,40.72792,-73.98288,United States,US,False,strict,Private room,2017.0,749,$150 ,15.0,6.0,3.0,1.0,0.0,,0.0
2706,2706,45050,25882451,UES Beautiful 1 Bed Blocks from Central Park w/ AC,37038766674,unconfirmed,Gabriella,Manhattan,Upper East Side,40.76622,-73.95295,United States,US,True,moderate,Entire home/apt,2018.0,420,$84 ,1.0,10.0,3.0,1.0,280.0,No Smoking,280.0
2707,2707,51097,29222209,"Cozy Room Newly Renovated, A1",70021348102,unconfirmed,Filiz,Queens,Ridgewood,40.71221,-73.92014,United States,US,True,moderate,Private room,2021.0,348,$70 ,1.0,15.0,5.0,7.0,68.0,,68.0
2708,2708,5831,4221797,Charming West Village Apartment,66731264194,unconfirmed,Brandon,Manhattan,West Village,40.73539,-74.00818,United States,US,False,flexible,Entire home/apt,2009.0,78,$16 ,2.0,105.0,4.0,1.0,130.0,,130.0
2709,2709,7434,5107134,"Spacious, cozy 1BR in Washington Heights",13491333759,verified,Steven,Manhattan,Washington Heights,40.84347,-73.93406,United States,US,True,flexible,Entire home/apt,2003.0,117,$23 ,1.0,8.0,5.0,1.0,27.0,No smoking please. Sorry but no pets. No drinking to excess. No drugs. No children or guests under 21. ,27.0
2710,2710,14104,8790975,Madison Square Park Luxury Apt,55539776263,verified,John,Manhattan,Midtown,40.74662,-73.98965,United States,US,False,strict,Entire home/apt,2022.0,377,$75 ,1.0,0.0,4.0,1.0,24.0,#NAME?,24.0
2711,2711,50942,29136603,Private room in Fresh Meadows,37207494361,unconfirmed,FuKang,Queens,Fresh Meadows,40.73902,-73.7925,United States,US,False,flexible,Private room,2012.0,752,$150 ,1.0,45.0,5.0,6.0,365.0,,365.0
2712,2712,52216,29840233,Gramercy park Apartment (2beds),62221970048,verified,Yuuki,Manhattan,Gramercy,40.73635,-73.98821,United States,US,False,moderate,Entire home/apt,2013.0,1014,$203 ,2.0,66.0,2.0,1.0,57.0,,57.0
2713,2713,68148,38639476,Large 1 bedroom in Manhattan upper west side,47380608232,unconfirmed,Simon,Manhattan,Upper West Side,40.78011,-73.98124,United States,US,True,strict,Entire home/apt,2021.0,1168,$234 ,30.0,13.0,3.0,1.0,0.0,,0.0
2714,2714,63290,35956403,Experience Serernity~Hamilton Heights,71937872241,verified,Allan C.,Manhattan,Harlem,40.83054,-73.94692,United States,US,False,moderate,Private room,2009.0,713,$143 ,1.0,4.0,3.0,6.0,142.0,,142.0
2715,2715,24686,14635414,Charming apartment + private patio in Times Square,4237158856,verified,Chris,Manhattan,Theater District,40.7583,-73.98295,United States,US,False,strict,Entire home/apt,2003.0,630,$126 ,3.0,138.0,5.0,1.0,234.0,,234.0
2716,2716,61688,35071618,Perfect Home Away from Home in NYC!,16257930872,verified,AFI Apartments,Manhattan,Upper East Side,40.77253,-73.95736,United States,US,True,strict,Entire home/apt,2011.0,1197,$239 ,30.0,3.0,2.0,30.0,313.0,,313.0
2717,2717,95397,53689099,"Quiet Williamsburg Studio, Private Bath & Entrance",20553585420,verified,Christine,Brooklyn,Williamsburg,40.7117,-73.94388,United States,US,True,moderate,Private room,2020.0,530,$106 ,3.0,25.0,5.0,2.0,76.0,- Animaux sur place (lapins) - respect du voisinage - Acces à la chambre des autres locataires interdit ,76.0
2718,2718,19183,11596107,Amazing & Clean NYC Private Room by #1 Train,76808099597,unconfirmed,Jovanni & Natasha,Bronx,North Riverdale,40.90175,-73.89761,United States,US,False,strict,Private room,2006.0,919,$184 ,2.0,9.0,4.0,2.0,0.0,"Please Note: This unit was just renovated last year and it comfortably accommodates 4 guests, but up to 5 guests are permitted if you so desire (two guests in each bedroom and 1 guest on the available twin size air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken or needs fix",0.0
2719,2719,2907,2606872,"3rd FL, Private Suite w Own Bath & Study Area",12057383277,unconfirmed,Lynn,Staten Island,Shore Acres,40.61135,-74.06356,United States,US,True,moderate,Entire home/apt,2018.0,913,$183 ,3.0,19.0,1.0,1.0,396.0,Any additional guests must get prior approval.,396.0
2720,2720,15428,9522220,Cozy East Village Loft!,68636951012,verified,Britta,Manhattan,East Village,40.72444,-73.98136,United States,US,False,moderate,Private room,2022.0,896,$179 ,3.0,1.0,5.0,1.0,68.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",68.0
2721,2721,68746,38969752,Cozy and Light Filled East Village Apartment,94784384700,verified,Carmel,Manhattan,Gramercy,40.73166,-73.98299,United States,US,False,flexible,Private room,2011.0,712,$142 ,3.0,6.0,4.0,1.0,0.0,,0.0
2722,2722,70082,39707625,Great 1 bedroom- awesome location,49214146346,verified,Ashley,Manhattan,Hell's Kitchen,40.76194,-73.99346,United States,US,False,flexible,Entire home/apt,2005.0,440,$88 ,1.0,33.0,4.0,1.0,0.0,,0.0
2723,2723,35891,20823935,Huge Soho Loft,8965218844,unconfirmed,Hattie Grace,Manhattan,SoHo,40.72381,-74.00183,United States,US,False,flexible,Entire home/apt,2011.0,960,$192 ,4.0,4.0,5.0,3.0,0.0,,0.0
2724,2724,19897,11990449,(3)Comfy Home Away From Home/Multiple Rooms,60728343081,verified,Pamela,Brooklyn,Bedford-Stuyvesant,40.68875,-73.95401,United States,US,False,moderate,Private room,2012.0,773,$155 ,1.0,41.0,5.0,4.0,352.0,,352.0
2725,2725,3033,2676462,1800sf Urban Goddess Brooklyn Loft,71060938896,unconfirmed,Claudia,Brooklyn,Bedford-Stuyvesant,40.69169,-73.9603,United States,US,False,strict,Entire home/apt,2004.0,898,$180 ,2.0,85.0,2.0,1.0,-2.0,"Respect yourself, respect others, clean up after yourself. No smoking or drinking in the apt. Late check in after 9 p.m. and before 10 A.m. is $50, lock out is $50. Thank you",-2.0
